customer_id,first_name,last_name,gender,dob,city,state,country,phone,email,occupation,annual_income,credit_score,kyc_status,join_date,risk_category
160,Kamala,Subedi,Female,1986-01-30,Dhangadhi,Sudurpashchim,Nepal,9820245638,kamala.subedi160@mailbank.com,Business Owner,3814430.83,847,Verified,2016-01-11,High
161,Naveen,Neupane,Female,1972-09-15,Butwal,Lumbini,Nepal,9824300950,naveen.neupane161@mailbank.com,Software Developer,496032.42,749,Verified,2026-06-14,Low
162,Ashok,Lama,Male,1967-07-02,Butwal,Lumbini,Nepal,9843089818,ashok.lama162@mailbank.com,Software Developer,414986.98,778,Verified,2025-01-08,Low
163,Meera,Thapa,Male,1969-05-21,Bhaktapur,Bagmati,Nepal,9831520739,meera.thapa163@mailbank.com,Bank Officer,2977459.94,809,Verified,2024-06-12,Medium
164,Nisha,Lama,Male,1971-03-13,Itahari,Koshi,Nepal,9834184372,nisha.lama164@mailbank.com,Driver,2779016.62,321,Expired,2015-01-11,Medium
165,Anjali,Tamang,Female,1998-06-25,Dhangadhi,Sudurpashchim,Nepal,9819696517,anjali.tamang165@mailbank.com,Teacher,1037714.52,725,Verified,2021-08-05,Low
166,Muna,Acharya,Female,1985-08-15,Butwal,Lumbini,Nepal,9845268232,muna.acharya166@mailbank.com,Software Developer,3277709.05,515,Verified,2023-10-06,Medium
167,Nisha,Adhikari,Male,1980-12-09,Bharatpur,Bagmati,Nepal,9833835626,nisha.adhikari167@mailbank.com,Accountant,2164795.75,641,Expired,2020-02-04,High
168,Deepak,Karki,Female,1965-07-31,Birgunj,Madhesh,Nepal,9822905622,deepak.karki168@mailbank.com,Farmer,3046987.67,430,Expired,2015-12-19,Low
169,Kavita,Ghimire,Female,2003-12-06,Nepalgunj,Lumbini,Nepal,9813335282,kavita.ghimire169@mailbank.com,Student,1387633.72,306,Verified,2018-04-05,Medium
170,Sagar,Subedi,Male,1999-12-07,Damak,Koshi,Nepal,9846483722,sagar.subedi170@mailbank.com,Retired,1691697.73,450,Expired,2015-11-11,Low
171,Hari,Acharya,Female,1970-08-08,Pokhara,Gandaki,Nepal,9822166713,hari.acharya171@mailbank.com,Accountant,328650.13,403,Verified,2022-04-10,Low
172,Naveen,Poudel,Female,1982-02-05,Lalitpur,Bagmati,Nepal,9838305492,naveen.poudel172@mailbank.com,Teacher,1460277.89,741,Expired,2015-03-24,Medium
173,Amit,Koirala,Male,1965-08-30,Dhangadhi,Sudurpashchim,Nepal,9838257628,amit.koirala173@mailbank.com,Retired,2976762.81,714,Pending,2015-07-05,Low
174,Sarala,Magar,Male,1997-08-27,Dhangadhi,Sudurpashchim,Nepal,9837676842,sarala.magar174@mailbank.com,Software Developer,590213.65,783,Verified,2017-05-28,Low
175,Nisha,Sharma,Male,1965-11-30,Bhaktapur,Bagmati,Nepal,9815914927,nisha.sharma175@mailbank.com,Business Owner,3675587.58,432,Pending,2014-05-26,Medium
176,Milan,Pandey,Male,1995-06-11,Janakpur,Madhesh,Nepal,9822576894,milan.pandey176@mailbank.com,Teacher,1650812.21,448,Verified,2020-07-29,High
177,Indira,Joshi,Female,1977-10-16,Damak,Koshi,Nepal,9813534010,indira.joshi177@mailbank.com,Shopkeeper,308514.29,362,Verified,2015-10-15,Medium
178,Sabina,Poudel,Male,1998-08-19,Nepalgunj,Lumbini,Nepal,9814011702,sabina.poudel178@mailbank.com,Farmer,1657613.63,888,Pending,2024-07-15,Low
179,Sunita,Chaudhary,Male,1987-08-04,Itahari,Koshi,Nepal,9821007578,sunita.chaudhary179@mailbank.com,Driver,3403431.35,788,Pending,2024-02-26,Medium
180,Naveen,Subedi,Female,1981-03-25,Bharatpur,Bagmati,Nepal,9814069334,naveen.subedi180@mailbank.com,Retired,4095283.81,640,Expired,2014-05-07,Low
181,Sagar,Yadav,Female,1993-06-13,Damak,Koshi,Nepal,9826516231,sagar.yadav181@mailbank.com,Student,1737174.13,685,Expired,2019-04-04,Medium
182,Manoj,Bhandari,Male,1983-11-05,Bharatpur,Bagmati,Nepal,9827986719,manoj.bhandari182@mailbank.com,Student,812267.38,343,Verified,2017-02-26,High
183,Sunita,Adhikari,Female,1986-02-12,Hetauda,Bagmati,Nepal,9815708518,sunita.adhikari183@mailbank.com,Software Developer,2405770.92,690,Verified,2019-04-02,Medium
184,Sagar,Shrestha,Female,1996-09-29,Janakpur,Madhesh,Nepal,9823863758,sagar.shrestha184@mailbank.com,Government Employee,2537281.13,309,Pending,2024-04-24,High
185,Anita,Dahal,Female,1960-08-14,Biratnagar,Koshi,Nepal,9836721846,anita.dahal185@mailbank.com,Retired,2274579.24,565,Expired,2021-03-14,Medium
186,Rohit,Pandey,Male,1971-12-21,Biratnagar,Koshi,Nepal,9822905976,rohit.pandey186@mailbank.com,Engineer,906386.96,596,Verified,2022-01-19,Medium
187,Sushila,Koirala,Male,1977-02-04,Kathmandu,Bagmati,Nepal,9843102696,sushila.koirala187@mailbank.com,Farmer,3662814.68,680,Pending,2015-11-01,Low
188,Krishna,Regmi,Male,1985-12-11,Bharatpur,Bagmati,Nepal,9844860156,krishna.regmi188@mailbank.com,Retired,262691.83,334,Verified,2024-11-27,High
189,Amit,Karki,Female,1980-02-08,Dharan,Koshi,Nepal,9816516791,amit.karki189@mailbank.com,Bank Officer,3264340.83,434,Verified,2014-11-07,Medium
190,Dipesh,Thapa,Female,1962-07-04,Kathmandu,Bagmati,Nepal,9813422384,dipesh.thapa190@mailbank.com,Teacher,2420668.59,769,Pending,2015-06-10,High
191,Ravi,Magar,Male,1963-01-26,Bharatpur,Bagmati,Nepal,9831388305,ravi.magar191@mailbank.com,Retired,1117495.7,391,Expired,2022-10-26,Low
192,Sanjay,Malla,Male,1988-04-11,Biratnagar,Koshi,Nepal,9824879502,sanjay.malla192@mailbank.com,Doctor,335299.31,562,Verified,2015-05-01,High
193,Champa,Sharma,Male,1978-02-19,Dhangadhi,Sudurpashchim,Nepal,9844449280,champa.sharma193@mailbank.com,Shopkeeper,3153074.05,795,Verified,2016-04-07,Low
194,Krishna,Subedi,Male,1972-11-06,Itahari,Koshi,Nepal,9830051641,krishna.subedi194@mailbank.com,Retired,2557690.65,407,Pending,2021-04-07,Medium
195,Ashok,Magar,Male,1988-08-22,Butwal,Lumbini,Nepal,9835477616,ashok.magar195@mailbank.com,Doctor,1954367.02,446,Verified,2024-06-30,Low
196,Anjali,Shrestha,Male,1974-10-15,Pokhara,Gandaki,Nepal,9835038010,anjali.shrestha196@mailbank.com,Shopkeeper,741846.41,757,Verified,2022-08-21,Low
197,Ravi,Gurung,Female,1985-06-25,Birgunj,Madhesh,Nepal,9825695545,ravi.gurung197@mailbank.com,Bank Officer,644753.76,674,Verified,2021-06-12,Low
198,Bina,Shrestha,Male,1995-06-30,Hetauda,Bagmati,Nepal,9819711387,bina.shrestha198@mailbank.com,Bank Officer,3680307.04,572,Pending,2023-03-28,Low
199,Sunita,Sharma,Female,2006-03-24,Bhaktapur,Bagmati,Nepal,9829901204,sunita.sharma199@mailbank.com,Farmer,3412660.6,566,Pending,2016-06-13,Medium
200,Poonam,Rana,Female,1965-03-30,Lalitpur,Bagmati,Nepal,9844457559,poonam.rana200@mailbank.com,Teacher,2716623.04,516,Expired,2024-09-16,Medium
9999,Sabina,Bhattarai,Male,1976-11-24,Pokhara,Gandaki,Nepal,9848548922,sabina.bhattarai6@mailbank.com,Government Employee,2291289.95,651,Pending,2020-06-16,High
